LG.II,4.285714286,4.285714286,7.142857143,7.142857143,8.571428571,8.571428571,7.142857143,7.142857143,10,10,2.857142857,2.857142857,10,10,21.42857143,21.42857143,17.14285714,17.14285714,NA,NA,27.14285714,27.14285714,35.71428571,35.71428571,37.14285714,37.14285714,25.71428571,25.71428571,21.42857143,21.42857143,18.57142857,18.57142857,12.85714286,12.85714286,18.57142857,18.57142857,20,20,24.28571429,24.28571429,22.85714286,22.85714286,20,20,21.42857143,21.42857143,7.142857143,7.142857143,15.71428571,15.71428571,44.28571429,44.28571429,47.14285714,47.14285714,38.57142857,38.57142857,28.57142857,28.57142857,17.14285714,17.14285714,20,20,14.28571429,14.28571429,8.571428571,8.571428571,12.85714286,12.85714286,10,10,5.714285714,5.714285714,4.285714286,4.285714286,8.571428571,8.571428571,5.714285714,5.714285714,2.857142857,2.857142857,7.142857143,7.142857143,2.857142857,2.857142857,10,10,8.571428571,8.571428571,14.28571429,14.28571429,21.42857143,21.42857143,25.71428571,25.71428571,14.28571429,14.28571429,12.85714286,12.85714286,17.14285714,17.14285714,18.57142857,18.57142857,11.42857143,11.42857143,17.14285714,17.14285714,21.42857143,21.42857143,10,10,10,10,15.71428571,15.71428571,15.71428571,15.71428571,15.71428571,15.71428571,37.14285714,37.14285714,27.14285714,27.14285714,18.57142857,18.57142857,21.42857143,21.42857143,22.85714286,22.85714286,18.57142857,18.57142857,17.14285714,17.14285714,22.85714286,22.85714286,11.42857143,11.42857143,24.28571429,24.28571429,14.28571429,14.28571429,22.85714286,22.85714286,24.28571429,24.28571429,24.28571429,24.28571429,22.85714286,22.85714286,18.57142857,18.57142857,8.571428571,8.571428571,10,10,12.85714286,12.85714286,14.28571429,14.28571429,44.28571429,44.28571429,57.14285714,57.14285714,75.71428571,75.71428571,45.71428571,45.71428571,8.571428571,8.571428571,21.42857143,21.42857143,18.57142857,18.57142857,18.57142857,18.57142857,18.57142857,18.57142857,15.71428571,15.71428571,18.57142857,18.57142857,15.71428571,15.71428571,10,10,5.714285714,5.714285714,1.428571429,1.428571429,8.571428571,8.571428571,12.85714286,12.85714286,10,10,28.57142857,28.57142857,25.71428571,25.71428571
LG.I,1.25,1.25,7.5,7.5,5,5,5,5,10,10,7.5,7.5,12.5,12.5,26.25,26.25,12.5,12.5,1.25,1.25,18.75,18.75,18.75,18.75,20,20,13.75,13.75,13.75,13.75,10,10,12.5,12.5,6.25,6.25,10,10,5,5,15,15,5,5,6.25,6.25,6.25,6.25,11.25,11.25,23.75,23.75,46.25,46.25,45,45,41.25,41.25,22.5,22.5,18.75,18.75,11.25,11.25,5,5,0,0,6.25,6.25,2.5,2.5,3.75,3.75,10,10,13.75,13.75,8.75,8.75,8.75,8.75,6.25,6.25,5,5,11.25,11.25,12.5,12.5,23.75,23.75,22.5,22.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,11.25,11.25,11.25,11.25,15,15,7.5,7.5,7.5,7.5,10,10,12.5,12.5,13.75,13.75,18.75,18.75,26.25,26.25,25,25,22.5,22.5,30,30,26.25,26.25,12.5,12.5,17.5,17.5,17.5,17.5,11.25,11.25,15,15,10,10,8.75,8.75,12.5,12.5,18.75,18.75,16.25,16.25,8.75,8.75,3.75,3.75,7.5,7.5,15,15,31.25,31.25,80,80,112.5,112.5,66.25,66.25,13.75,13.75,16.25,16.25,25,25,27.5,27.5,22.5,22.5,15,15,17.5,17.5,5,5,12.5,12.5,6.25,6.25,7.5,7.5,2.5,2.5,6.25,6.25,11.25,11.25,21.25,21.25,22.5,22.5
LG.II,4.285714286,4.285714286,7.142857143,7.142857143,8.571428571,8.571428571,7.142857143,7.142857143,10,10,2.857142857,2.857142857,10,10,21.42857143,21.42857143,17.14285714,17.14285714,NA,NA,27.14285714,27.14285714,35.71428571,35.71428571,37.14285714,37.14285714,25.71428571,25.71428571,21.42857143,21.42857143,18.57142857,18.57142857,12.85714286,12.85714286,18.57142857,18.57142857,20,20,24.28571429,24.28571429,22.85714286,22.85714286,20,20,21.42857143,21.42857143,7.142857143,7.142857143,15.71428571,15.71428571,44.28571429,44.28571429,47.14285714,47.14285714,38.57142857,38.57142857,28.57142857,28.57142857,17.14285714,17.14285714,20,20,14.28571429,14.28571429,8.571428571,8.571428571,12.85714286,12.85714286,10,10,5.714285714,5.714285714,4.285714286,4.285714286,8.571428571,8.571428571,5.714285714,5.714285714,2.857142857,2.857142857,7.142857143,7.142857143,2.857142857,2.857142857,10,10,8.571428571,8.571428571,14.28571429,14.28571429,21.42857143,21.42857143,25.71428571,25.71428571,14.28571429,14.28571429,12.85714286,12.85714286,17.14285714,17.14285714,18.57142857,18.57142857,11.42857143,11.42857143,17.14285714,17.14285714,21.42857143,21.42857143,10,10,10,10,15.71428571,15.71428571,15.71428571,15.71428571,15.71428571,15.71428571,37.14285714,37.14285714,27.14285714,27.14285714,18.57142857,18.57142857,21.42857143,21.42857143,22.85714286,22.85714286,18.57142857,18.57142857,17.14285714,17.14285714,22.85714286,22.85714286,11.42857143,11.42857143,24.28571429,24.28571429,14.28571429,14.28571429,22.85714286,22.85714286,24.28571429,24.28571429,24.28571429,24.28571429,22.85714286,22.85714286,18.57142857,18.57142857,8.571428571,8.571428571,10,10,12.85714286,12.85714286,14.28571429,14.28571429,44.28571429,44.28571429,57.14285714,57.14285714,75.71428571,75.71428571,45.71428571,45.71428571,8.571428571,8.571428571,21.42857143,21.42857143,18.57142857,18.57142857,18.57142857,18.57142857,18.57142857,18.57142857,15.71428571,15.71428571,18.57142857,18.57142857,15.71428571,15.71428571,10,10,5.714285714,5.714285714,1.428571429,1.428571429,8.571428571,8.571428571,12.85714286,12.85714286,10,10,28.57142857,28.57142857,25.71428571,25.71428571
LS.I,NA,NA,10,10,20,20,8.333333333,8.333333333,6.666666667,6.666666667,11.66666667,11.66666667,21.66666667,21.66666667,30,30,36.66666667,36.66666667,NA,NA,18.33333333,18.33333333,33.33333333,33.33333333,53.33333333,53.33333333,18.33333333,18.33333333,30,30,16.66666667,16.66666667,23.33333333,23.33333333,8.333333333,8.333333333,16.66666667,16.66666667,20,20,33.33333333,33.33333333,18.33333333,18.33333333,23.33333333,23.33333333,13.33333333,13.33333333,28.33333333,28.33333333,40,40,40,40,40,40,33.33333333,33.33333333,31.66666667,31.66666667,20,20,5,5,18.33333333,18.33333333,8.333333333,8.333333333,18.33333333,18.33333333,16.66666667,16.66666667,5,5,5,5,5,5,13.33333333,13.33333333,15,15,23.33333333,23.33333333,23.33333333,23.33333333,16.66666667,16.66666667,30,30,28.33333333,28.33333333,31.66666667,31.66666667,28.33333333,28.33333333,23.33333333,23.33333333,15,15,15,15,11.66666667,11.66666667,13.33333333,13.33333333,15,15,11.66666667,11.66666667,15,15,11.66666667,11.66666667,21.66666667,21.66666667,31.66666667,31.66666667,35,35,36.66666667,36.66666667,25,25,23.33333333,23.33333333,31.66666667,31.66666667,26.66666667,26.66666667,26.66666667,26.66666667,11.66666667,11.66666667,8.333333333,8.333333333,8.333333333,8.333333333,15,15,6.666666667,6.666666667,11.66666667,11.66666667,25,25,35,35,28.33333333,28.33333333,25,25,15,15,28.33333333,28.33333333,23.33333333,23.33333333,48.33333333,48.33333333,85,85,75,75,36.66666667,36.66666667,26.66666667,26.66666667,28.33333333,28.33333333,33.33333333,33.33333333,38.33333333,38.33333333,25,25,25,25,20,20,23.33333333,23.33333333,15,15,13.33333333,13.33333333,25,25,16.66666667,16.66666667,10,10,31.66666667,31.66666667,18.33333333,18.33333333,71.66666667,71.66666667
LS.II,4.444444444,4.444444444,12.22222222,12.22222222,15.55555556,15.55555556,8.888888889,8.888888889,7.777777778,7.777777778,15.55555556,15.55555556,21.11111111,21.11111111,18.88888889,18.88888889,13.33333333,13.33333333,4.444444444,4.444444444,24.44444444,24.44444444,23.33333333,23.33333333,30,30,15.55555556,15.55555556,22.22222222,22.22222222,16.66666667,16.66666667,16.66666667,16.66666667,18.88888889,18.88888889,12.22222222,12.22222222,17.77777778,17.77777778,31.11111111,31.11111111,25.55555556,25.55555556,23.33333333,23.33333333,17.77777778,17.77777778,21.11111111,21.11111111,28.88888889,28.88888889,45.55555556,45.55555556,36.66666667,36.66666667,38.88888889,38.88888889,21.11111111,21.11111111,16.66666667,16.66666667,7.777777778,7.777777778,14.44444444,14.44444444,11.11111111,11.11111111,7.777777778,7.777777778,16.66666667,16.66666667,10,10,7.777777778,7.777777778,13.33333333,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,17.77777778,17.77777778,12.22222222,12.22222222,20,20,20,20,33.33333333,33.33333333,25.55555556,25.55555556,21.11111111,21.11111111,13.33333333,13.33333333,25.55555556,25.55555556,14.44444444,14.44444444,22.22222222,22.22222222,17.77777778,17.77777778,17.77777778,17.77777778,12.22222222,12.22222222,17.77777778,17.77777778,18.88888889,18.88888889,30,30,23.33333333,23.33333333,24.44444444,24.44444444,18.88888889,18.88888889,21.11111111,21.11111111,24.44444444,24.44444444,27.77777778,27.77777778,20,20,13.33333333,13.33333333,11.11111111,11.11111111,11.11111111,11.11111111,15.55555556,15.55555556,15.55555556,15.55555556,6.666666667,6.666666667,17.77777778,17.77777778,30,30,22.22222222,22.22222222,22.22222222,22.22222222,20,20,13.33333333,13.33333333,14.44444444,14.44444444,26.66666667,26.66666667,53.33333333,53.33333333,70,70,66.66666667,66.66666667,44.44444444,44.44444444,14.44444444,14.44444444,15.55555556,15.55555556,23.33333333,23.33333333,27.77777778,27.77777778,16.66666667,16.66666667,22.22222222,22.22222222,12.22222222,12.22222222,17.77777778,17.77777778,15.55555556,15.55555556,18.88888889,18.88888889,12.22222222,12.22222222,8.888888889,8.888888889,13.33333333,13.33333333,37.77777778,37.77777778,22.22222222,22.22222222,52.22222222,52.22222222
LS.I,NA,NA,10,10,20,20,8.333333333,8.333333333,6.666666667,6.666666667,11.66666667,11.66666667,21.66666667,21.66666667,30,30,36.66666667,36.66666667,NA,NA,18.33333333,18.33333333,33.33333333,33.33333333,53.33333333,53.33333333,18.33333333,18.33333333,30,30,16.66666667,16.66666667,23.33333333,23.33333333,8.333333333,8.333333333,16.66666667,16.66666667,20,20,33.33333333,33.33333333,18.33333333,18.33333333,23.33333333,23.33333333,13.33333333,13.33333333,28.33333333,28.33333333,40,40,40,40,40,40,33.33333333,33.33333333,31.66666667,31.66666667,20,20,5,5,18.33333333,18.33333333,8.333333333,8.333333333,18.33333333,18.33333333,16.66666667,16.66666667,5,5,5,5,5,5,13.33333333,13.33333333,15,15,23.33333333,23.33333333,23.33333333,23.33333333,16.66666667,16.66666667,30,30,28.33333333,28.33333333,31.66666667,31.66666667,28.33333333,28.33333333,23.33333333,23.33333333,15,15,15,15,11.66666667,11.66666667,13.33333333,13.33333333,15,15,11.66666667,11.66666667,15,15,11.66666667,11.66666667,21.66666667,21.66666667,31.66666667,31.66666667,35,35,36.66666667,36.66666667,25,25,23.33333333,23.33333333,31.66666667,31.66666667,26.66666667,26.66666667,26.66666667,26.66666667,11.66666667,11.66666667,8.333333333,8.333333333,8.333333333,8.333333333,15,15,6.666666667,6.666666667,11.66666667,11.66666667,25,25,35,35,28.33333333,28.33333333,25,25,15,15,28.33333333,28.33333333,23.33333333,23.33333333,48.33333333,48.33333333,85,85,75,75,36.66666667,36.66666667,26.66666667,26.66666667,28.33333333,28.33333333,33.33333333,33.33333333,38.33333333,38.33333333,25,25,25,25,20,20,23.33333333,23.33333333,15,15,13.33333333,13.33333333,25,25,16.66666667,16.66666667,10,10,31.66666667,31.66666667,18.33333333,18.33333333,71.66666667,71.66666667
LS.II,4.444444444,4.444444444,12.22222222,12.22222222,15.55555556,15.55555556,8.888888889,8.888888889,7.777777778,7.777777778,15.55555556,15.55555556,21.11111111,21.11111111,18.88888889,18.88888889,13.33333333,13.33333333,4.444444444,4.444444444,24.44444444,24.44444444,23.33333333,23.33333333,30,30,15.55555556,15.55555556,22.22222222,22.22222222,16.66666667,16.66666667,16.66666667,16.66666667,18.88888889,18.88888889,12.22222222,12.22222222,17.77777778,17.77777778,31.11111111,31.11111111,25.55555556,25.55555556,23.33333333,23.33333333,17.77777778,17.77777778,21.11111111,21.11111111,28.88888889,28.88888889,45.55555556,45.55555556,36.66666667,36.66666667,38.88888889,38.88888889,21.11111111,21.11111111,16.66666667,16.66666667,7.777777778,7.777777778,14.44444444,14.44444444,11.11111111,11.11111111,7.777777778,7.777777778,16.66666667,16.66666667,10,10,7.777777778,7.777777778,13.33333333,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,17.77777778,17.77777778,12.22222222,12.22222222,20,20,20,20,33.33333333,33.33333333,25.55555556,25.55555556,21.11111111,21.11111111,13.33333333,13.33333333,25.55555556,25.55555556,14.44444444,14.44444444,22.22222222,22.22222222,17.77777778,17.77777778,17.77777778,17.77777778,12.22222222,12.22222222,17.77777778,17.77777778,18.88888889,18.88888889,30,30,23.33333333,23.33333333,24.44444444,24.44444444,18.88888889,18.88888889,21.11111111,21.11111111,24.44444444,24.44444444,27.77777778,27.77777778,20,20,13.33333333,13.33333333,11.11111111,11.11111111,11.11111111,11.11111111,15.55555556,15.55555556,15.55555556,15.55555556,6.666666667,6.666666667,17.77777778,17.77777778,30,30,22.22222222,22.22222222,22.22222222,22.22222222,20,20,13.33333333,13.33333333,14.44444444,14.44444444,26.66666667,26.66666667,53.33333333,53.33333333,70,70,66.66666667,66.66666667,44.44444444,44.44444444,14.44444444,14.44444444,15.55555556,15.55555556,23.33333333,23.33333333,27.77777778,27.77777778,16.66666667,16.66666667,22.22222222,22.22222222,12.22222222,12.22222222,17.77777778,17.77777778,15.55555556,15.55555556,18.88888889,18.88888889,12.22222222,12.22222222,8.888888889,8.888888889,13.33333333,13.33333333,37.77777778,37.77777778,22.22222222,22.22222222,52.22222222,52.22222222
MO.II,NA,NA,20,20,11,11,29,29,44,44,38,38,57,57,36,36,48,48,NA,NA,NA,NA,39,39,37,37,35,35,43,43,44,44,20,20,42,42,29,29,32,32,16,16,32,32,28,28,34,34,29,29,64,64,40,40,50,50,52,52,66,66,41,41,52,52,17,17,41,41,11,11,51,51,30,30,34,34,21,21,45,45,54,54,34,34,38,38,41,41,24,24,38,38,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO.I,NA,NA,12,12,32,32,4,4,18,18,12,12,22,22,28,28,24,24,NA,NA,NA,NA,52,52,36,36,56,56,24,24,46,46,20,20,22,22,14,14,18,18,20,20,38,38,26,26,46,46,46,46,36,36,32,32,60,60,58,58,48,48,46,46,40,40,26,26,44,44,10,10,36,36,20,20,46,46,30,30,46,46,46,46,32,32,42,42,24,24,18,18,66,66,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO.II,NA,NA,20,20,11,11,29,29,44,44,38,38,57,57,36,36,48,48,NA,NA,NA,NA,39,39,37,37,35,35,43,43,44,44,20,20,42,42,29,29,32,32,16,16,32,32,28,28,34,34,29,29,64,64,40,40,50,50,52,52,66,66,41,41,52,52,17,17,41,41,11,11,51,51,30,30,34,34,21,21,45,45,54,54,34,34,38,38,41,41,24,24,38,38,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO.I,NA,NA,12,12,32,32,4,4,18,18,12,12,22,22,28,28,24,24,NA,NA,NA,NA,52,52,36,36,56,56,24,24,46,46,20,20,22,22,14,14,18,18,20,20,38,38,26,26,46,46,46,46,36,36,32,32,60,60,58,58,48,48,46,46,40,40,26,26,44,44,10,10,36,36,20,20,46,46,30,30,46,46,46,46,32,32,42,42,24,24,18,18,66,66,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO.II,NA,NA,20,20,11,11,29,29,44,44,38,38,57,57,36,36,48,48,NA,NA,NA,NA,39,39,37,37,35,35,43,43,44,44,20,20,42,42,29,29,32,32,16,16,32,32,28,28,34,34,29,29,64,64,40,40,50,50,52,52,66,66,41,41,52,52,17,17,41,41,11,11,51,51,30,30,34,34,21,21,45,45,54,54,34,34,38,38,41,41,24,24,38,38,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS.I,NA,NA,23,23,18,18,12,12,19,19,13,13,11,11,34,34,26,26,NA,NA,28,28,21,21,21,21,23,23,20,20,31,31,19,19,28,28,25,25,21,21,19,19,18,18,16,16,27,27,16,16,27,27,18,18,23,23,30,30,32,32,16,16,15,15,12,12,8,8,16,16,14,14,22,22,18,18,18,18,16,16,7,7,19,19,19,19,27,27,25,25,26,26,30,30,24,24,23,23,22,22,30,30,38,38,15,15,26,26,24,24,15,15,16,16,18,18,17,17,13,13,21,21,30,30,23,23,14,14,20,20,19,19,13,13,16,16,36,36,37,37,36,36,39,39,34,34,30,30,22,22,21,21,21,21,21,21,23,23,18,18,23,23,37,37,41,41,44,44,39,39,34,34,31,31,29,29,15,15,24,24,22,22,15,15,12,12,13,13,8,8,10,10,44,44,47,47,49,49
PS.I,NA,NA,23,23,18,18,12,12,19,19,13,13,11,11,34,34,26,26,NA,NA,28,28,21,21,21,21,23,23,20,20,31,31,19,19,28,28,25,25,21,21,19,19,18,18,16,16,27,27,16,16,27,27,18,18,23,23,30,30,32,32,16,16,15,15,12,12,8,8,16,16,14,14,22,22,18,18,18,18,16,16,7,7,19,19,19,19,27,27,25,25,26,26,30,30,24,24,23,23,22,22,30,30,38,38,15,15,26,26,24,24,15,15,16,16,18,18,17,17,13,13,21,21,30,30,23,23,14,14,20,20,19,19,13,13,16,16,36,36,37,37,36,36,39,39,34,34,30,30,22,22,21,21,21,21,21,21,23,23,18,18,23,23,37,37,41,41,44,44,39,39,34,34,31,31,29,29,15,15,24,24,22,22,15,15,12,12,13,13,8,8,10,10,44,44,47,47,49,49
UG.I,2.5,2.5,23.75,23.75,25,25,20,20,15,15,22.5,22.5,20,20,27.5,27.5,20,20,NA,NA,50,50,36.25,36.25,58.75,58.75,57.5,57.5,31.25,31.25,28.75,28.75,38.75,38.75,31.25,31.25,35,35,23.75,23.75,27.5,27.5,27.5,27.5,20,20,17.5,17.5,32.5,32.5,26.25,26.25,56.25,56.25,48.75,48.75,72.5,72.5,27.5,27.5,30,30,21.25,21.25,7.5,7.5,13.75,13.75,12.5,12.5,11.25,11.25,18.75,18.75,21.25,21.25,27.5,27.5,20,20,15,15,12.5,12.5,5,5,15,15,23.75,23.75,45,45,52.5,52.5,27.5,27.5,30,30,32.5,32.5,21.25,21.25,20,20,21.25,21.25,28.75,28.75,26.25,26.25,22.5,22.5,16.25,16.25,16.25,16.25,16.25,16.25,20,20,32.5,32.5,30,30,47.5,47.5,33.75,33.75,71.25,71.25,43.75,43.75,25,25,28.75,28.75,17.5,17.5,20,20,26.25,26.25,26.25,26.25,35,35,57.5,57.5,43.75,43.75,30,30,12.5,12.5,16.25,16.25,20,20,28.75,28.75,66.25,66.25,83.75,83.75,45,45,37.5,37.5,32.5,32.5,35,35,45,45,33.75,33.75,41.25,41.25,33.75,33.75,23.75,23.75,25,25,31.25,31.25,22.5,22.5,15,15,6.25,6.25,18.75,18.75,28.75,28.75,31.25,31.25
UG.II,1.428571429,1.428571429,14.28571429,14.28571429,21.42857143,21.42857143,18.57142857,18.57142857,15.71428571,15.71428571,28.57142857,28.57142857,10,10,20,20,17.14285714,17.14285714,NA,NA,42.85714286,42.85714286,34.28571429,34.28571429,44.28571429,44.28571429,30,30,50,50,21.42857143,21.42857143,32.85714286,32.85714286,20,20,18.57142857,18.57142857,18.57142857,18.57142857,35.71428571,35.71428571,22.85714286,22.85714286,22.85714286,22.85714286,8.571428571,8.571428571,32.85714286,32.85714286,20,20,40,40,28.57142857,28.57142857,50,50,34.28571429,34.28571429,27.14285714,27.14285714,35.71428571,35.71428571,11.42857143,11.42857143,8.571428571,8.571428571,8.571428571,8.571428571,20,20,15.71428571,15.71428571,20,20,41.42857143,41.42857143,35.71428571,35.71428571,25.71428571,25.71428571,22.85714286,22.85714286,11.42857143,11.42857143,12.85714286,12.85714286,14.28571429,14.28571429,30,30,37.14285714,37.14285714,48.57142857,48.57142857,37.14285714,37.14285714,31.42857143,31.42857143,34.28571429,34.28571429,52.85714286,52.85714286,31.42857143,31.42857143,24.28571429,24.28571429,30,30,18.57142857,18.57142857,34.28571429,34.28571429,30,30,30,30,31.42857143,31.42857143,37.14285714,37.14285714,40,40,34.28571429,34.28571429,44.28571429,44.28571429,42.85714286,42.85714286,28.57142857,28.57142857,35.71428571,35.71428571,28.57142857,28.57142857,27.14285714,27.14285714,30,30,20,20,17.14285714,17.14285714,17.14285714,17.14285714,40,40,42.85714286,42.85714286,38.57142857,38.57142857,17.14285714,17.14285714,18.57142857,18.57142857,17.14285714,17.14285714,31.42857143,31.42857143,62.85714286,62.85714286,62.85714286,62.85714286,51.42857143,51.42857143,28.57142857,28.57142857,30,30,44.28571429,44.28571429,45.71428571,45.71428571,45.71428571,45.71428571,54.28571429,54.28571429,37.14285714,37.14285714,40,40,20,20,20,20,14.28571429,14.28571429,15.71428571,15.71428571,31.42857143,31.42857143,27.14285714,27.14285714,24.28571429,24.28571429,54.28571429,54.28571429
UG.I,2.5,2.5,23.75,23.75,25,25,20,20,15,15,22.5,22.5,20,20,27.5,27.5,20,20,NA,NA,50,50,36.25,36.25,58.75,58.75,57.5,57.5,31.25,31.25,28.75,28.75,38.75,38.75,31.25,31.25,35,35,23.75,23.75,27.5,27.5,27.5,27.5,20,20,17.5,17.5,32.5,32.5,26.25,26.25,56.25,56.25,48.75,48.75,72.5,72.5,27.5,27.5,30,30,21.25,21.25,7.5,7.5,13.75,13.75,12.5,12.5,11.25,11.25,18.75,18.75,21.25,21.25,27.5,27.5,20,20,15,15,12.5,12.5,5,5,15,15,23.75,23.75,45,45,52.5,52.5,27.5,27.5,30,30,32.5,32.5,21.25,21.25,20,20,21.25,21.25,28.75,28.75,26.25,26.25,22.5,22.5,16.25,16.25,16.25,16.25,16.25,16.25,20,20,32.5,32.5,30,30,47.5,47.5,33.75,33.75,71.25,71.25,43.75,43.75,25,25,28.75,28.75,17.5,17.5,20,20,26.25,26.25,26.25,26.25,35,35,57.5,57.5,43.75,43.75,30,30,12.5,12.5,16.25,16.25,20,20,28.75,28.75,66.25,66.25,83.75,83.75,45,45,37.5,37.5,32.5,32.5,35,35,45,45,33.75,33.75,41.25,41.25,33.75,33.75,23.75,23.75,25,25,31.25,31.25,22.5,22.5,15,15,6.25,6.25,18.75,18.75,28.75,28.75,31.25,31.25
UG.II,1.428571429,1.428571429,14.28571429,14.28571429,21.42857143,21.42857143,18.57142857,18.57142857,15.71428571,15.71428571,28.57142857,28.57142857,10,10,20,20,17.14285714,17.14285714,NA,NA,42.85714286,42.85714286,34.28571429,34.28571429,44.28571429,44.28571429,30,30,50,50,21.42857143,21.42857143,32.85714286,32.85714286,20,20,18.57142857,18.57142857,18.57142857,18.57142857,35.71428571,35.71428571,22.85714286,22.85714286,22.85714286,22.85714286,8.571428571,8.571428571,32.85714286,32.85714286,20,20,40,40,28.57142857,28.57142857,50,50,34.28571429,34.28571429,27.14285714,27.14285714,35.71428571,35.71428571,11.42857143,11.42857143,8.571428571,8.571428571,8.571428571,8.571428571,20,20,15.71428571,15.71428571,20,20,41.42857143,41.42857143,35.71428571,35.71428571,25.71428571,25.71428571,22.85714286,22.85714286,11.42857143,11.42857143,12.85714286,12.85714286,14.28571429,14.28571429,30,30,37.14285714,37.14285714,48.57142857,48.57142857,37.14285714,37.14285714,31.42857143,31.42857143,34.28571429,34.28571429,52.85714286,52.85714286,31.42857143,31.42857143,24.28571429,24.28571429,30,30,18.57142857,18.57142857,34.28571429,34.28571429,30,30,30,30,31.42857143,31.42857143,37.14285714,37.14285714,40,40,34.28571429,34.28571429,44.28571429,44.28571429,42.85714286,42.85714286,28.57142857,28.57142857,35.71428571,35.71428571,28.57142857,28.57142857,27.14285714,27.14285714,30,30,20,20,17.14285714,17.14285714,17.14285714,17.14285714,40,40,42.85714286,42.85714286,38.57142857,38.57142857,17.14285714,17.14285714,18.57142857,18.57142857,17.14285714,17.14285714,31.42857143,31.42857143,62.85714286,62.85714286,62.85714286,62.85714286,51.42857143,51.42857143,28.57142857,28.57142857,30,30,44.28571429,44.28571429,45.71428571,45.71428571,45.71428571,45.71428571,54.28571429,54.28571429,37.14285714,37.14285714,40,40,20,20,20,20,14.28571429,14.28571429,15.71428571,15.71428571,31.42857143,31.42857143,27.14285714,27.14285714,24.28571429,24.28571429,54.28571429,54.28571429
